Protein ID,Entry Name,Gene,Protein,Protein name,Protein Length,Organism,Protein Existence,Protein Probability,Top Peptide Probability,PD1,CTRL,log2FC_PD1_vs_CTRL,time
P09651,ROA1_HUMAN,HNRNPA1,sp|P09651|ROA1_HUMAN,Heterogeneous nuclear ribonucleoprotein A1,372,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,20.42201164562024,20.6419443785792,-0.21993273295895932,5 min
P09661,RU2A_HUMAN,SNRPA1,sp|P09661|RU2A_HUMAN,U2 small nuclear ribonucleoprotein A',255,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.08167173476275,16.842052822785462,0.23961891197728846,5 min
P09669,COX6C_HUMAN,COX6C,sp|P09669|COX6C_HUMAN,Cytochrome c oxidase subunit 6C,75,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.963287006333733,15.428063104357925,-0.46477609802419195,5 min
P09693,CD3G_HUMAN,CD3G,sp|P09693|CD3G_HUMAN,T-cell surface glycoprotein CD3 gamma chain,182,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,7.139932588715855,-7.139932588715855,5 min
P09874,PARP1_HUMAN,PARP1,sp|P09874|PARP1_HUMAN,Poly [ADP-ribose] polymerase 1,1014,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.57975031870206,17.497819617432853,0.08193070126920787,5 min
P09884,DPOLA_HUMAN,POLA1,sp|P09884|DPOLA_HUMAN,DNA polymerase alpha catalytic subunit,1462,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,6.9333905431428615,7.066565164533298,-0.13317462139043634,5 min
P09960,LKHA4_HUMAN,LTA4H,sp|P09960|LKHA4_HUMAN,Leukotriene A-4 hydrolase,611,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.327237273814816,16.3618600020764,-0.03462272826158497,5 min
P09972,ALDOC_HUMAN,ALDOC,sp|P09972|ALDOC_HUMAN,Fructose-bisphosphate aldolase C,364,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.939322830281483,17.357654541689257,0.5816682885922262,5 min
P0C0S5,H2AZ_HUMAN,H2AZ1,sp|P0C0S5|H2AZ_HUMAN,Histone H2A.Z,128,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.13684813093368,17.73227505466425,0.40457307626942907,5 min
P0C2W1,FBSP1_HUMAN,FBXO45,sp|P0C2W1|FBSP1_HUMAN,F-box/SPRY domain-containing protein 1,286,Homo sapiens,1:Experimental evidence at protein level,0.9895,0.9989,0.0,0.0,0.0,5 min
P0C6C1,AN34C_HUMAN,ANKRD34C,sp|P0C6C1|AN34C_HUMAN,Ankyrin repeat domain-containing protein 34C,535,Homo sapiens,3:Protein inferred from homology,0.9968,0.9979,7.418444378406397,14.00974244267632,-6.591298064269923,5 min
P0C7P0,CISD3_HUMAN,CISD3,sp|P0C7P0|CISD3_HUMAN,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial",127,Homo sapiens,1:Experimental evidence at protein level,0.9905,0.999,0.0,0.0,0.0,5 min
P0CAP2,GRL1A_HUMAN,POLR2M,sp|P0CAP2|GRL1A_HUMAN,DNA-directed RNA polymerase II subunit GRINL1A,368,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,6.485993068828909,6.6079829399063135,-0.12198987107740411,5 min
P0CG12,DERPC_HUMAN,DERPC,sp|P0CG12|DERPC_HUMAN,Decreased expression in renal and prostate cancer protein,524,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.23254826063038,0.0,14.23254826063038,5 min
P0CG13,CTF8_HUMAN,CHTF8,sp|P0CG13|CTF8_HUMAN,Chromosome transmission fidelity protein 8 homolog,121,Homo sapiens,1:Experimental evidence at protein level,0.9997,0.999,6.73292959966854,6.824889339028541,-0.0919597393600009,5 min
P0CG38,POTEI_HUMAN,POTEI,sp|P0CG38|POTEI_HUMAN,POTE ankyrin domain family member I,1075,Homo sapiens,3:Protein inferred from homology,1.0,0.999,18.076812568166424,17.47296831544341,0.6038442527230146,5 min
P0CG39,POTEJ_HUMAN,POTEJ,sp|P0CG39|POTEJ_HUMAN,POTE ankyrin domain family member J,1038,Homo sapiens,3:Protein inferred from homology,1.0,0.999,6.43125914190779,6.966669348478474,-0.5354102065706838,5 min
P0DI81,TPC2A_HUMAN,TRAPPC2,sp|P0DI81|TPC2A_HUMAN,Trafficking protein particle complex subunit 2,140,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.272359838871073,14.627233563372497,-7.354873724501425,5 min
P0DJ07,PT100_HUMAN,PET100,sp|P0DJ07|PT100_HUMAN,"Protein PET100 homolog, mitochondrial",73,Homo sapiens,1:Experimental evidence at protein level,0.9315,0.999,0.0,0.0,0.0,5 min
P0DJD0,RGPD1_HUMAN,RGPD1,sp|P0DJD0|RGPD1_HUMAN,RANBP2-like and GRIP domain-containing protein 1,1748,Homo sapiens,2:Experimental evidence at transcript level,1.0,0.999,0.0,13.996363193734455,-13.996363193734455,5 min
P0DMV8,HS71A_HUMAN,HSPA1A,sp|P0DMV8|HS71A_HUMAN,Heat shock 70 kDa protein 1A,641,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.034332649874727,16.511570199568283,0.5227624503064447,5 min
P0DP23,CALM1_HUMAN,CALM1,sp|P0DP23|CALM1_HUMAN,Calmodulin-1,149,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.256765085398538,19.439459048427402,-0.1826939630288642,5 min
P0DP91,ERPG3_HUMAN,ERCC6,sp|P0DP91|ERPG3_HUMAN,Chimeric ERCC6-PGBD3 protein,1061,Homo sapiens,1:Experimental evidence at protein level,0.9994,0.999,0.0,6.572771384676649,-6.572771384676649,5 min
P0DPB5,RPC22_HUMAN,POLR1D,sp|P0DPB5|RPC22_HUMAN,"Protein POLR1D, isoform 2",122,Homo sapiens,1:Experimental evidence at protein level,1.0,0.9989,7.606199800957646,7.32355065312069,0.28264914783695616,5 min
P0DPB6,RPAC2_HUMAN,POLR1D,sp|P0DPB6|RPAC2_HUMAN,DNA-directed RNA polymerases I and III subunit RPAC2,133,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.76773124128854,15.913427628564548,-0.14569638727600775,5 min
P0DPD7,EFMT4_HUMAN,EEF1AKMT4,sp|P0DPD7|EFMT4_HUMAN,EEF1A lysine methyltransferase 4,255,Homo sapiens,1:Experimental evidence at protein level,0.9996,0.999,0.0,0.0,0.0,5 min
P0DPK4,NT2NC_HUMAN,NOTCH2NLC,sp|P0DPK4|NT2NC_HUMAN,Notch homolog 2 N-terminal-like protein C,293,Homo sapiens,1:Experimental evidence at protein level,0.9908,0.9986,0.0,7.332359854314145,-7.332359854314145,5 min
P10074,TZAP_HUMAN,ZBTB48,sp|P10074|TZAP_HUMAN,Telomere zinc finger-associated protein,688,Homo sapiens,1:Experimental evidence at protein level,0.9963,0.9981,0.0,0.0,0.0,5 min
P10109,ADX_HUMAN,FDX1,sp|P10109|ADX_HUMAN,"Adrenodoxin, mitochondrial",184,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.853464224393273,6.837445962376556,1.0160182620167166,5 min
P10155,RO60_HUMAN,RO60,sp|P10155|RO60_HUMAN,RNA-binding protein RO60,538,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.202855015189982,15.052666556434307,0.1501884587556752,5 min
P10253,LYAG_HUMAN,GAA,sp|P10253|LYAG_HUMAN,Lysosomal alpha-glucosidase,952,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,14.876428607459669,-14.876428607459669,5 min
P10321,HLAC_HUMAN,HLA-C,sp|P10321|HLAC_HUMAN,"HLA class I histocompatibility antigen, C alpha chain",366,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.365327462621917,15.066470814447008,0.2988566481749082,5 min
P10398,ARAF_HUMAN,ARAF,sp|P10398|ARAF_HUMAN,Serine/threonine-protein kinase A-Raf,606,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,5 min
P10412,H14_HUMAN,H1-4,sp|P10412|H14_HUMAN,Histone H1.4,219,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.710515186568838,14.721485952744668,0.9890292338241693,5 min
P10515,ODP2_HUMAN,DLAT,sp|P10515|ODP2_HUMAN,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",647,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.41352259025474,17.44197160388336,-0.02844901362862018,5 min
P10599,THIO_HUMAN,TXN,sp|P10599|THIO_HUMAN,Thioredoxin,105,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.189475431267553,17.89479446536847,0.294680965899083,5 min
P10606,COX5B_HUMAN,COX5B,sp|P10606|COX5B_HUMAN,"Cytochrome c oxidase subunit 5B, mitochondrial",129,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.512712777130183,16.604750757973118,-0.09203798084293524,5 min
P10636,TAU_HUMAN,MAPT,sp|P10636|TAU_HUMAN,Microtubule-associated protein tau,758,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,5 min
P10644,KAP0_HUMAN,PRKAR1A,sp|P10644|KAP0_HUMAN,cAMP-dependent protein kinase type I-alpha regulatory subunit,381,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.98288443300862,17.69113643089503,0.291748002113593,5 min
P10746,HEM4_HUMAN,UROS,sp|P10746|HEM4_HUMAN,Uroporphyrinogen-III synthase,265,Homo sapiens,1:Experimental evidence at protein level,0.9998,0.999,0.0,0.0,0.0,5 min
P10768,ESTD_HUMAN,ESD,sp|P10768|ESTD_HUMAN,S-formylglutathione hydrolase,282,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.357518886919586,18.10593863437837,-0.748419747458783,5 min
P10809,CH60_HUMAN,HSPD1,sp|P10809|CH60_HUMAN,"60 kDa heat shock protein, mitochondrial",573,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.379674267259265,19.53868353000557,-0.15900926274630578,5 min
P11021,BIP_HUMAN,HSPA5,sp|P11021|BIP_HUMAN,Endoplasmic reticulum chaperone BiP,654,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.425915523388127,19.212024271758796,0.21389125162933098,5 min
P11117,PPAL_HUMAN,ACP2,sp|P11117|PPAL_HUMAN,Lysosomal acid phosphatase,423,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,5 min
P11142,HSP7C_HUMAN,HSPA8,sp|P11142|HSP7C_HUMAN,Heat shock cognate 71 kDa protein,646,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,21.668512396734336,21.554754680422313,0.1137577163120227,5 min
P11166,GTR1_HUMAN,SLC2A1,sp|P11166|GTR1_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 1",492,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.7496172809592,15.560334645192537,0.18928263576666282,5 min
P11169,GTR3_HUMAN,SLC2A3,sp|P11169|GTR3_HUMAN,"Solute carrier family 2, facilitated glucose transporter member 3",496,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,0.0,0.0,5 min
P11172,UMPS_HUMAN,UMPS,sp|P11172|UMPS_HUMAN,Uridine 5'-monophosphate synthase,480,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.984924404040337,16.00081269419625,-0.015888290155912088,5 min
P11182,ODB2_HUMAN,DBT,sp|P11182|ODB2_HUMAN,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",482,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.64523538822289,14.496056705958594,0.14917868226429576,5 min
P11216,PYGB_HUMAN,PYGB,sp|P11216|PYGB_HUMAN,"Glycogen phosphorylase, brain form",843,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.90823243178779,15.698525478702841,0.20970695308494847,5 min
P11233,RALA_HUMAN,RALA,sp|P11233|RALA_HUMAN,Ras-related protein Ral-A,206,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.87536581348926,15.087676032431572,-0.21231021894231183,5 min
P11279,LAMP1_HUMAN,LAMP1,sp|P11279|LAMP1_HUMAN,Lysosome-associated membrane glycoprotein 1,417,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,7.293423440910179,14.748264159179874,-7.454840718269694,5 min
P11387,TOP1_HUMAN,TOP1,sp|P11387|TOP1_HUMAN,DNA topoisomerase 1,765,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.058217516758898,15.969193225358824,0.08902429140007406,5 min
P11441,UBL4A_HUMAN,UBL4A,sp|P11441|UBL4A_HUMAN,Ubiquitin-like protein 4A,157,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.79564476272916,15.49425784686823,0.30138691586092925,5 min
P11498,PYC_HUMAN,PC,sp|P11498|PYC_HUMAN,"Pyruvate carboxylase, mitochondrial",1178,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.963275014199372,15.314050010200198,-0.3507749960008262,5 min
P11586,C1TC_HUMAN,MTHFD1,sp|P11586|C1TC_HUMAN,"C-1-tetrahydrofolate synthase, cytoplasmic",935,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.389052023309866,17.91306112100807,0.4759909023017954,5 min
P11717,MPRI_HUMAN,IGF2R,sp|P11717|MPRI_HUMAN,Cation-independent mannose-6-phosphate receptor,2491,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.10339704036171,16.119035401494664,-0.015638361132953804,5 min
P11766,ADHX_HUMAN,ADH5,sp|P11766|ADHX_HUMAN,Alcohol dehydrogenase class-3,374,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.547624004166607,17.452228757344052,0.09539524682255518,5 min
P11802,CDK4_HUMAN,CDK4,sp|P11802|CDK4_HUMAN,Cyclin-dependent kinase 4,303,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.504425784547735,14.551497682502688,-0.04707189795495381,5 min
P11908,PRPS2_HUMAN,PRPS2,sp|P11908|PRPS2_HUMAN,Ribose-phosphate pyrophosphokinase 2,318,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.162151433909084,17.104663309311675,0.05748812459740904,5 min
P11926,DCOR_HUMAN,ODC1,sp|P11926|DCOR_HUMAN,Ornithine decarboxylase,461,Homo sapiens,1:Experimental evidence at protein level,0.9997,0.999,0.0,0.0,0.0,5 min
P11940,PABP1_HUMAN,PABPC1,sp|P11940|PABP1_HUMAN,Polyadenylate-binding protein 1,636,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.514231342447587,18.61126869525043,-0.0970373528028432,5 min
P12004,PCNA_HUMAN,PCNA,sp|P12004|PCNA_HUMAN,Proliferating cell nuclear antigen,261,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.574108756475894,18.087188139866395,0.48692061660949904,5 min
P12074,CX6A1_HUMAN,COX6A1,sp|P12074|CX6A1_HUMAN,"Cytochrome c oxidase subunit 6A1, mitochondrial",109,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.578725857363146,7.492468695156039,7.086257162207107,5 min
P12081,HARS1_HUMAN,HARS1,sp|P12081|HARS1_HUMAN,"Histidine--tRNA ligase, cytoplasmic",509,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.344124411592958,16.323559177773937,0.020565233819020534,5 min
P12235,ADT1_HUMAN,SLC25A4,sp|P12235|ADT1_HUMAN,ADP/ATP translocase 1,298,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.607189924715207,7.695615298931253,8.911574625783954,5 min
P12236,ADT3_HUMAN,SLC25A6,sp|P12236|ADT3_HUMAN,ADP/ATP translocase 3,298,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.797389387492295,15.914064654281221,-0.11667526678892592,5 min
P12259,FA5_HUMAN,F5,sp|P12259|FA5_HUMAN,Coagulation factor V,2224,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,6.634753954144713,6.637133378989173,-0.002379424844459521,5 min
P12268,IMDH2_HUMAN,IMPDH2,sp|P12268|IMDH2_HUMAN,Inosine-5'-monophosphate dehydrogenase 2,514,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.955525761838054,17.810715887181324,0.14480987465672968,5 min
P12270,TPR_HUMAN,TPR,sp|P12270|TPR_HUMAN,Nucleoprotein TPR,2363,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.070024648981686,16.954351521637832,0.11567312734385382,5 min
P12429,ANXA3_HUMAN,ANXA3,sp|P12429|ANXA3_HUMAN,Annexin A3,323,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,0.0,7.286536731260244,-7.286536731260244,5 min
P12694,ODBA_HUMAN,BCKDHA,sp|P12694|ODBA_HUMAN,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",445,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.535401129105558,15.13838125385206,0.39701987525349836,5 min
P12829,MYL4_HUMAN,MYL4,sp|P12829|MYL4_HUMAN,Myosin light chain 4,197,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.821075363847315,0.0,14.821075363847315,5 min
P12955,PEPD_HUMAN,PEPD,sp|P12955|PEPD_HUMAN,Xaa-Pro dipeptidase,493,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,8.030698465365424,15.459132434826525,-7.428433969461102,5 min
P12956,XRCC6_HUMAN,XRCC6,sp|P12956|XRCC6_HUMAN,X-ray repair cross-complementing protein 6,609,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.448995460705905,18.851277824031065,-0.40228236332515976,5 min
P13010,XRCC5_HUMAN,XRCC5,sp|P13010|XRCC5_HUMAN,X-ray repair cross-complementing protein 5,732,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,18.23746405587022,18.487255232158354,-0.2497911762881344,5 min
P13051,UNG_HUMAN,UNG,sp|P13051|UNG_HUMAN,Uracil-DNA glycosylase,313,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.62371839066098,7.009933643945965,7.613784746715014,5 min
P13073,COX41_HUMAN,COX4I1,sp|P13073|COX41_HUMAN,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",169,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.58608891434349,17.634423328159585,-0.04833441381609305,5 min
P13284,GILT_HUMAN,IFI30,sp|P13284|GILT_HUMAN,Gamma-interferon-inducible lysosomal thiol reductase,250,Homo sapiens,1:Experimental evidence at protein level,0.9998,0.999,15.163260845502709,15.402099747350295,-0.23883890184758627,5 min
P13489,RINI_HUMAN,RNH1,sp|P13489|RINI_HUMAN,Ribonuclease inhibitor,461,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.773804627312515,16.741299958454395,0.03250466885812031,5 min
P13498,CY24A_HUMAN,CYBA,sp|P13498|CY24A_HUMAN,Cytochrome b-245 light chain,195,Homo sapiens,1:Experimental evidence at protein level,0.9586,0.9985,0.0,13.797330266199545,-13.797330266199545,5 min
P13598,ICAM2_HUMAN,ICAM2,sp|P13598|ICAM2_HUMAN,Intercellular adhesion molecule 2,275,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.262885528210683,15.040508468480295,0.22237705973038757,5 min
P13612,ITA4_HUMAN,ITGA4,sp|P13612|ITA4_HUMAN,Integrin alpha-4,1032,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.243551723597307,15.51260670278847,-0.2690549791911643,5 min
P13639,EF2_HUMAN,EEF2,sp|P13639|EF2_HUMAN,Elongation factor 2,858,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,20.206645476326067,20.25419589632879,-0.047550420002721694,5 min
P13645,K1C10_HUMAN,KRT10,sp|P13645|K1C10_HUMAN,"Keratin, type I cytoskeletal 10",584,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.900980365708543,13.80680395305092,1.0941764126576228,5 min
P13667,PDIA4_HUMAN,PDIA4,sp|P13667|PDIA4_HUMAN,Protein disulfide-isomerase A4,645,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,17.210526892740766,16.85460114175835,0.35592575098241497,5 min
P13693,TCTP_HUMAN,TPT1,sp|P13693|TCTP_HUMAN,Translationally-controlled tumor protein,172,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.2614505032158,19.270720966522926,-0.009270463307124999,5 min
P13716,HEM2_HUMAN,ALAD,sp|P13716|HEM2_HUMAN,Delta-aminolevulinic acid dehydratase,330,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.404222992714022,14.486230099923123,-0.0820071072091011,5 min
P13796,PLSL_HUMAN,LCP1,sp|P13796|PLSL_HUMAN,Plastin-2,627,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.89155907498543,19.813171314005366,0.07838776098006406,5 min
P13798,ACPH_HUMAN,APEH,sp|P13798|ACPH_HUMAN,Acylamino-acid-releasing enzyme,732,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,15.270563029945993,15.278169613521833,-0.00760658357583921,5 min
P13804,ETFA_HUMAN,ETFA,sp|P13804|ETFA_HUMAN,"Electron transfer flavoprotein subunit alpha, mitochondrial",333,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.19615990035725,16.185991050199586,0.010168850157665332,5 min
P13807,GYS1_HUMAN,GYS1,sp|P13807|GYS1_HUMAN,"Glycogen [starch] synthase, muscle",737,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,14.91181638451577,14.969912323752443,-0.05809593923667222,5 min
P13929,ENOB_HUMAN,ENO3,sp|P13929|ENOB_HUMAN,Beta-enolase,434,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.670572668721388,15.654535499235699,1.0160371694856885,5 min
P13984,T2FB_HUMAN,GTF2F2,sp|P13984|T2FB_HUMAN,General transcription factor IIF subunit 2,249,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.6444038801178,16.491657244826584,0.15274663529121568,5 min
P13987,CD59_HUMAN,CD59,sp|P13987|CD59_HUMAN,CD59 glycoprotein,128,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.38348308176368,16.407701692956913,-0.024218611193234096,5 min
P13995,MTDC_HUMAN,MTHFD2,sp|P13995|MTDC_HUMAN,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",350,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.687048953443096,16.686819842552254,0.00022911089084232117,5 min
P14174,MIF_HUMAN,MIF,sp|P14174|MIF_HUMAN,Macrophage migration inhibitory factor,115,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,19.40033396757756,19.235568699950885,0.16476526762667376,5 min
P14317,HCLS1_HUMAN,HCLS1,sp|P14317|HCLS1_HUMAN,Hematopoietic lineage cell-specific protein,486,Homo sapiens,1:Experimental evidence at protein level,1.0,0.999,16.42905669551336,16.294787555082035,0.13426914043132498,5 min
